review_id,job_id,date,rating,comment
46,151,2024-12-30,3,Average experience.
47,152,2024-12-30,5,Could not be happier. Highly recommend.
48,159,2024-12-30,5,"Excellent service, on time and professional."
49,160,2025-01-04,2,Pricing was higher than quoted.
50,163,2024-12-31,3,Job got done but took longer than expected.
51,168,2024-12-30,4,"Good work, arrived a little late but solved the issue."
52,173,2024-12-30,5,Could not be happier. Highly recommend.
53,176,2025-01-02,5,Technician fixed it fast and explained everything.
54,177,2025-01-05,5,"Excellent service, on time and professional."
55,178,2025-01-02,4,Happy with the repair overall.
56,179,2025-01-02,5,"Excellent service, on time and professional."
57,184,2025-01-04,4,"Solid service, fair price."
58,190,2025-01-03,3,"Okay service, communication could improve."
59,196,2025-01-01,5,Technician fixed it fast and explained everything.
60,198,2025-01-03,4,"Solid service, fair price."
61,203,2025-01-04,5,Could not be happier. Highly recommend.
62,204,2024-12-31,4,"Solid service, fair price."
63,206,2025-01-05,5,"Excellent service, on time and professional."
64,215,2025-01-04,4,"Good work, arrived a little late but solved the issue."
65,220,2025-01-06,5,Could not be happier. Highly recommend.
66,223,2025-01-06,2,Had to call back for a second visit.
67,231,2025-01-03,3,"Okay service, communication could improve."
68,233,2025-01-08,5,Technician fixed it fast and explained everything.
69,241,2025-01-02,5,Could not be happier. Highly recommend.
70,242,2025-01-04,5,"Excellent service, on time and professional."
71,243,2025-01-04,5,Technician fixed it fast and explained everything.
72,250,2025-01-08,1,Issue was not fully resolved.
73,253,2025-01-06,2,Slow to schedule.
74,256,2025-01-05,4,"Solid service, fair price."
75,269,2025-01-03,4,"Good work, arrived a little late but solved the issue."
76,275,2025-01-08,4,Happy with the repair overall.
77,278,2025-01-09,3,Job got done but took longer than expected.
78,280,2025-01-09,4,Happy with the repair overall.
79,281,2025-01-08,5,Technician fixed it fast and explained everything.
80,283,2025-01-09,3,"Okay service, communication could improve."
81,287,2025-01-04,4,"Good work, arrived a little late but solved the issue."
82,296,2025-01-06,5,Technician fixed it fast and explained everything.
83,302,2025-01-06,5,Could not be happier. Highly recommend.
84,307,2025-01-06,2,Had to call back for a second visit.
85,312,2025-01-08,5,Technician fixed it fast and explained everything.
86,319,2025-01-05,5,"Excellent service, on time and professional."
87,323,2025-01-08,5,"Excellent service, on time and professional."
88,324,2025-01-09,3,Average experience.
89,326,2025-01-07,5,"Excellent service, on time and professional."
90,331,2025-01-06,5,Technician fixed it fast and explained everything.
91,332,2025-01-10,4,"Solid service, fair price."
92,336,2025-01-11,1,Disappointed with the turnaround.
93,340,2025-01-07,5,Technician fixed it fast and explained everything.
94,345,2025-01-08,3,Average experience.
95,347,2025-01-11,1,Issue was not fully resolved.
96,348,2025-01-09,5,Could not be happier. Highly recommend.
97,353,2025-01-10,4,"Good work, arrived a little late but solved the issue."
98,354,2025-01-08,4,"Solid service, fair price."
99,357,2025-01-11,1,Issue was not fully resolved.
100,359,2025-01-08,4,Happy with the repair overall.
101,365,2025-01-13,5,"Excellent service, on time and professional."
102,368,2025-01-11,5,Could not be happier. Highly recommend.
103,371,2025-01-08,4,"Good work, arrived a little late but solved the issue."
104,376,2025-01-10,5,"Excellent service, on time and professional."
105,381,2025-01-11,2,Pricing was higher than quoted.
106,382,2025-01-13,4,"Good work, arrived a little late but solved the issue."
107,385,2025-01-11,5,Technician fixed it fast and explained everything.
108,391,2025-01-12,3,Job got done but took longer than expected.
109,393,2025-01-08,5,Could not be happier. Highly recommend.
110,396,2025-01-14,4,"Solid service, fair price."
111,397,2025-01-10,5,Technician fixed it fast and explained everything.
112,405,2025-01-11,5,"Excellent service, on time and professional."
113,408,2025-01-11,5,"Excellent service, on time and professional."
114,411,2025-01-08,5,Technician fixed it fast and explained everything.
115,415,2025-01-13,3,Average experience.
116,418,2025-01-09,5,"Excellent service, on time and professional."
117,420,2025-01-09,4,Happy with the repair overall.
118,422,2025-01-14,4,Happy with the repair overall.
119,430,2025-01-12,5,"Excellent service, on time and professional."
120,437,2025-01-13,2,Slow to schedule.
121,439,2025-01-09,3,"Okay service, communication could improve."
122,442,2025-01-12,4,"Solid service, fair price."
123,445,2025-01-15,1,Disappointed with the turnaround.
124,446,2025-01-14,5,Technician fixed it fast and explained everything.
125,448,2025-01-11,5,Could not be happier. Highly recommend.
126,450,2025-01-13,5,Technician fixed it fast and explained everything.
127,452,2025-01-10,4,Happy with the repair overall.
128,454,2025-01-12,5,Could not be happier. Highly recommend.
129,456,2025-01-15,5,Technician fixed it fast and explained everything.
130,458,2025-01-14,3,Average experience.
131,459,2025-01-16,2,Had to call back for a second visit.
132,463,2025-01-10,2,Had to call back for a second visit.
133,466,2025-01-13,4,"Solid service, fair price."
134,472,2025-01-10,4,"Good work, arrived a little late but solved the issue."
135,475,2025-01-11,5,Could not be happier. Highly recommend.
136,479,2025-01-16,5,"Excellent service, on time and professional."
137,480,2025-01-10,2,Slow to schedule.
138,484,2025-01-10,4,Happy with the repair overall.
139,492,2025-01-14,5,Could not be happier. Highly recommend.
140,500,2025-01-17,4,"Solid service, fair price."
141,509,2025-01-11,5,"Excellent service, on time and professional."
142,512,2025-01-12,2,Pricing was higher than quoted.
143,514,2025-01-11,5,Technician fixed it fast and explained everything.
144,517,2025-01-11,5,Could not be happier. Highly recommend.
145,526,2025-01-18,5,"Excellent service, on time and professional."
146,531,2025-01-15,5,Technician fixed it fast and explained everything.
147,532,2025-01-17,3,"Okay service, communication could improve."
148,535,2025-01-13,4,"Solid service, fair price."
149,537,2025-01-15,4,"Solid service, fair price."
150,539,2025-01-18,5,Technician fixed it fast and explained everything.
151,540,2025-01-17,5,Technician fixed it fast and explained everything.
152,549,2025-01-18,5,Could not be happier. Highly recommend.
153,550,2025-01-16,4,Happy with the repair overall.
154,551,2025-01-18,4,"Good work, arrived a little late but solved the issue."
155,554,2025-01-16,2,Slow to schedule.
156,555,2025-01-19,5,Could not be happier. Highly recommend.
157,557,2025-01-18,3,"Okay service, communication could improve."
158,558,2025-01-19,5,Technician fixed it fast and explained everything.
159,560,2025-01-14,3,"Okay service, communication could improve."
160,566,2025-01-19,4,Happy with the repair overall.
161,568,2025-01-20,5,Could not be happier. Highly recommend.
162,572,2025-01-20,3,Average experience.
163,573,2025-01-16,4,"Solid service, fair price."
164,574,2025-01-15,4,"Solid service, fair price."
165,577,2025-01-17,3,Job got done but took longer than expected.
166,578,2025-01-18,4,"Solid service, fair price."
167,580,2025-01-15,4,"Solid service, fair price."
168,584,2025-01-18,2,Had to call back for a second visit.
169,585,2025-01-17,5,"Excellent service, on time and professional."
170,590,2025-01-15,4,Happy with the repair overall.
171,591,2025-01-17,5,"Excellent service, on time and professional."
172,595,2025-01-16,3,Job got done but took longer than expected.
173,600,2025-01-20,1,Would not book again.
174,601,2025-01-19,2,Slow to schedule.
175,607,2025-01-19,1,Disappointed with the turnaround.
176,610,2025-01-20,4,Happy with the repair overall.
177,616,2025-01-16,4,Happy with the repair overall.
178,618,2025-01-17,4,"Solid service, fair price."
179,624,2025-01-18,2,Slow to schedule.
180,625,2025-01-16,5,"Excellent service, on time and professional."
181,630,2025-01-21,3,Average experience.
182,635,2025-01-21,3,"Okay service, communication could improve."
183,636,2025-01-18,5,"Excellent service, on time and professional."
184,638,2025-01-19,5,Technician fixed it fast and explained everything.
185,641,2025-01-21,2,Pricing was higher than quoted.
186,646,2025-01-17,1,Disappointed with the turnaround.
187,648,2025-01-16,4,Happy with the repair overall.
188,650,2025-01-22,5,Could not be happier. Highly recommend.
189,668,2025-01-21,3,Job got done but took longer than expected.
190,670,2025-01-23,5,Could not be happier. Highly recommend.
191,673,2025-01-19,4,Happy with the repair overall.
192,675,2025-01-21,2,Slow to schedule.
193,677,2025-01-21,5,Technician fixed it fast and explained everything.
194,681,2025-01-21,4,"Solid service, fair price."
195,683,2025-01-20,5,Technician fixed it fast and explained everything.
196,684,2025-01-19,2,Had to call back for a second visit.
197,685,2025-01-23,3,Job got done but took longer than expected.
198,689,2025-01-19,2,Slow to schedule.
199,692,2025-01-23,3,"Okay service, communication could improve."
200,701,2025-01-18,3,"Okay service, communication could improve."
201,704,2025-01-23,5,Could not be happier. Highly recommend.
202,714,2025-01-21,4,"Good work, arrived a little late but solved the issue."
203,721,2025-01-20,4,"Good work, arrived a little late but solved the issue."
204,735,2025-01-25,4,"Solid service, fair price."
205,736,2025-01-24,5,Technician fixed it fast and explained everything.
206,739,2025-01-26,4,Happy with the repair overall.
207,745,2025-01-25,5,Could not be happier. Highly recommend.
208,746,2025-01-21,3,"Okay service, communication could improve."
209,747,2025-01-22,5,Technician fixed it fast and explained everything.
210,754,2025-01-25,4,"Good work, arrived a little late but solved the issue."
211,761,2025-01-21,5,"Excellent service, on time and professional."
212,762,2025-01-21,4,"Solid service, fair price."
213,770,2025-01-28,5,"Excellent service, on time and professional."
214,771,2025-01-23,3,Job got done but took longer than expected.
215,773,2025-01-25,5,Technician fixed it fast and explained everything.
216,774,2025-01-27,1,Issue was not fully resolved.
217,776,2025-01-24,2,Pricing was higher than quoted.
218,778,2025-01-25,2,Slow to schedule.
219,782,2025-01-27,4,Happy with the repair overall.
220,783,2025-01-28,5,Technician fixed it fast and explained everything.
221,788,2025-01-28,3,Job got done but took longer than expected.
222,789,2025-01-25,3,Average experience.
223,793,2025-01-26,5,Technician fixed it fast and explained everything.
224,795,2025-01-22,5,"Excellent service, on time and professional."
225,797,2025-01-28,5,Could not be happier. Highly recommend.
226,798,2025-01-23,5,Technician fixed it fast and explained everything.
227,799,2025-01-23,4,"Solid service, fair price."
228,802,2025-01-29,5,"Excellent service, on time and professional."
229,803,2025-01-24,1,Would not book again.
230,806,2025-01-24,4,"Good work, arrived a little late but solved the issue."
231,809,2025-01-27,2,Pricing was higher than quoted.
232,811,2025-01-24,3,"Okay service, communication could improve."
233,813,2025-01-26,4,"Solid service, fair price."
234,816,2025-01-28,1,Disappointed with the turnaround.
235,819,2025-01-27,4,"Good work, arrived a little late but solved the issue."
236,822,2025-01-28,5,"Excellent service, on time and professional."
237,823,2025-01-24,3,Job got done but took longer than expected.
238,825,2025-01-24,5,Could not be happier. Highly recommend.
239,826,2025-01-27,2,Slow to schedule.
240,833,2025-01-28,3,Average experience.
241,834,2025-01-24,5,Technician fixed it fast and explained everything.
242,836,2025-01-25,5,Could not be happier. Highly recommend.
243,842,2025-01-24,5,"Excellent service, on time and professional."
244,844,2025-01-30,5,"Excellent service, on time and professional."
245,845,2025-01-28,4,"Solid service, fair price."
246,846,2025-01-25,4,Happy with the repair overall.
247,851,2025-01-27,1,Disappointed with the turnaround.
248,854,2025-01-25,4,"Solid service, fair price."
249,855,2025-01-26,5,"Excellent service, on time and professional."
250,857,2025-01-26,5,Technician fixed it fast and explained everything.
251,858,2025-01-29,1,Issue was not fully resolved.
252,859,2025-01-29,4,Happy with the repair overall.
253,865,2025-01-28,5,Technician fixed it fast and explained everything.
254,866,2025-01-30,4,"Good work, arrived a little late but solved the issue."
255,869,2025-01-28,4,Happy with the repair overall.
256,873,2025-01-26,5,Technician fixed it fast and explained everything.
257,875,2025-01-30,5,Technician fixed it fast and explained everything.
258,878,2025-01-28,2,Pricing was higher than quoted.
259,880,2025-01-26,5,"Excellent service, on time and professional."
260,884,2025-01-30,5,"Excellent service, on time and professional."
261,885,2025-01-27,4,"Solid service, fair price."
262,887,2025-01-31,5,Technician fixed it fast and explained everything.
263,889,2025-01-25,5,Could not be happier. Highly recommend.
264,891,2025-01-25,4,Happy with the repair overall.
265,893,2025-01-31,5,Could not be happier. Highly recommend.
266,895,2025-01-27,5,Could not be happier. Highly recommend.
267,896,2025-01-27,5,"Excellent service, on time and professional."
268,901,2025-01-29,5,Could not be happier. Highly recommend.
269,902,2025-01-30,5,"Excellent service, on time and professional."
270,908,2025-01-31,4,Happy with the repair overall.
271,911,2025-01-31,3,Average experience.
272,917,2025-01-31,3,Average experience.
273,919,2025-01-28,4,Happy with the repair overall.
274,928,2025-01-28,4,Happy with the repair overall.
275,936,2025-02-02,4,Happy with the repair overall.
276,941,2025-01-30,4,"Good work, arrived a little late but solved the issue."
277,943,2025-02-02,3,"Okay service, communication could improve."
278,949,2025-01-30,5,Could not be happier. Highly recommend.
279,951,2025-01-28,5,Technician fixed it fast and explained everything.
280,957,2025-01-28,2,Pricing was higher than quoted.
281,960,2025-01-30,4,"Solid service, fair price."
282,962,2025-01-29,3,Job got done but took longer than expected.
283,967,2025-02-04,4,"Solid service, fair price."
284,973,2025-02-04,2,Pricing was higher than quoted.
285,976,2025-02-01,5,"Excellent service, on time and professional."
286,977,2025-01-31,3,Job got done but took longer than expected.
287,978,2025-02-04,2,Pricing was higher than quoted.
288,980,2025-02-01,5,Could not be happier. Highly recommend.
289,981,2025-02-02,4,"Solid service, fair price."
290,983,2025-02-03,5,"Excellent service, on time and professional."
291,985,2025-02-04,4,"Good work, arrived a little late but solved the issue."
292,987,2025-02-04,5,"Excellent service, on time and professional."
293,988,2025-02-02,5,Could not be happier. Highly recommend.
294,990,2025-02-02,4,"Solid service, fair price."
295,992,2025-02-02,3,Average experience.
296,994,2025-01-30,3,Job got done but took longer than expected.
297,995,2025-02-02,5,Could not be happier. Highly recommend.
298,999,2025-02-01,2,Slow to schedule.
299,1001,2025-02-04,4,"Good work, arrived a little late but solved the issue."
300,1003,2025-01-31,5,Could not be happier. Highly recommend.
301,1005,2025-01-30,5,Could not be happier. Highly recommend.
302,1006,2025-02-04,5,Technician fixed it fast and explained everything.
303,1009,2025-02-03,1,Disappointed with the turnaround.
304,1012,2025-01-30,4,"Good work, arrived a little late but solved the issue."
305,1014,2025-01-30,5,Technician fixed it fast and explained everything.
306,1016,2025-01-31,4,Happy with the repair overall.
307,1017,2025-02-02,1,Would not book again.
308,1018,2025-02-03,3,Job got done but took longer than expected.
309,1019,2025-01-31,2,Pricing was higher than quoted.
310,1023,2025-01-30,5,"Excellent service, on time and professional."
311,1025,2025-02-01,5,"Excellent service, on time and professional."
312,1027,2025-02-05,5,"Excellent service, on time and professional."
313,1030,2025-02-06,5,Technician fixed it fast and explained everything.
314,1031,2025-02-06,1,Issue was not fully resolved.
315,1032,2025-02-04,5,Technician fixed it fast and explained everything.
316,1033,2025-02-05,5,"Excellent service, on time and professional."
317,1038,2025-02-01,5,Could not be happier. Highly recommend.
318,1040,2025-02-06,5,Technician fixed it fast and explained everything.
319,1045,2025-02-06,4,"Solid service, fair price."
320,1058,2025-02-05,4,Happy with the repair overall.
321,1059,2025-02-01,4,"Solid service, fair price."
322,1060,2025-02-07,4,"Good work, arrived a little late but solved the issue."
323,1062,2025-02-03,5,Technician fixed it fast and explained everything.
324,1065,2025-02-01,1,Would not book again.
325,1068,2025-02-06,5,Technician fixed it fast and explained everything.
326,1071,2025-02-03,5,"Excellent service, on time and professional."
327,1075,2025-02-02,4,"Solid service, fair price."
328,1078,2025-02-03,5,Could not be happier. Highly recommend.
329,1084,2025-02-05,4,Happy with the repair overall.
330,1086,2025-02-06,2,Pricing was higher than quoted.
331,1090,2025-02-03,5,Technician fixed it fast and explained everything.
332,1096,2025-02-02,4,"Good work, arrived a little late but solved the issue."
333,1097,2025-02-02,4,Happy with the repair overall.
334,1102,2025-02-02,5,"Excellent service, on time and professional."
335,1103,2025-02-08,5,Technician fixed it fast and explained everything.
336,1104,2025-02-03,5,Could not be happier. Highly recommend.
337,1105,2025-02-03,2,Pricing was higher than quoted.
338,1106,2025-02-05,5,"Excellent service, on time and professional."
339,1109,2025-02-07,3,Average experience.
340,1110,2025-02-03,5,Technician fixed it fast and explained everything.
341,1112,2025-02-05,5,Technician fixed it fast and explained everything.
342,1114,2025-02-08,5,"Excellent service, on time and professional."
343,1115,2025-02-05,5,Technician fixed it fast and explained everything.
344,1116,2025-02-08,4,"Solid service, fair price."
345,1118,2025-02-07,5,Could not be happier. Highly recommend.
346,1120,2025-02-10,5,"Excellent service, on time and professional."
347,1122,2025-02-08,2,Had to call back for a second visit.
348,1127,2025-02-10,5,"Excellent service, on time and professional."
349,1128,2025-02-04,4,Happy with the repair overall.
350,1132,2025-02-06,4,"Solid service, fair price."
351,1134,2025-02-06,3,"Okay service, communication could improve."
352,1137,2025-02-05,3,Average experience.
353,1138,2025-02-08,4,Happy with the repair overall.
354,1143,2025-02-06,3,"Okay service, communication could improve."
355,1144,2025-02-07,2,Pricing was higher than quoted.
356,1145,2025-02-10,3,"Okay service, communication could improve."
357,1146,2025-02-06,5,"Excellent service, on time and professional."
358,1156,2025-02-07,5,Technician fixed it fast and explained everything.
359,1157,2025-02-08,1,Would not book again.
360,1158,2025-02-07,4,"Solid service, fair price."
361,1159,2025-02-11,4,"Solid service, fair price."
362,1160,2025-02-07,5,Could not be happier. Highly recommend.
363,1161,2025-02-11,4,"Solid service, fair price."
364,1164,2025-02-11,1,Would not book again.
365,1166,2025-02-06,5,"Excellent service, on time and professional."
366,1168,2025-02-06,5,"Excellent service, on time and professional."
367,1173,2025-02-07,5,Could not be happier. Highly recommend.
368,1176,2025-02-07,5,Technician fixed it fast and explained everything.
369,1180,2025-02-12,5,Technician fixed it fast and explained everything.
370,1181,2025-02-11,4,Happy with the repair overall.
371,1183,2025-02-07,4,"Solid service, fair price."
372,1184,2025-02-08,3,Job got done but took longer than expected.
373,1185,2025-02-06,3,"Okay service, communication could improve."
374,1190,2025-02-09,5,Could not be happier. Highly recommend.
375,1207,2025-02-08,5,Could not be happier. Highly recommend.
376,1209,2025-02-12,1,Issue was not fully resolved.
377,1211,2025-02-13,2,Slow to schedule.
378,1213,2025-02-12,4,Happy with the repair overall.
379,1216,2025-02-12,1,Issue was not fully resolved.
380,1217,2025-02-11,3,Average experience.
381,1225,2025-02-09,2,Pricing was higher than quoted.
382,1231,2025-02-13,3,"Okay service, communication could improve."
383,1234,2025-02-09,5,"Excellent service, on time and professional."
384,1238,2025-02-12,4,Happy with the repair overall.
385,1241,2025-02-14,4,"Good work, arrived a little late but solved the issue."
386,1242,2025-02-14,2,Had to call back for a second visit.
387,1247,2025-02-12,4,Happy with the repair overall.
388,1249,2025-02-12,5,Could not be happier. Highly recommend.
389,1251,2025-02-11,4,Happy with the repair overall.
390,1252,2025-02-09,5,Could not be happier. Highly recommend.
391,1254,2025-02-10,5,"Excellent service, on time and professional."
392,1264,2025-02-12,4,"Good work, arrived a little late but solved the issue."
393,1267,2025-02-11,4,"Solid service, fair price."
394,1269,2025-02-11,2,Slow to schedule.
395,1274,2025-02-12,4,"Good work, arrived a little late but solved the issue."
396,1280,2025-02-13,5,Technician fixed it fast and explained everything.
397,1285,2025-02-14,5,"Excellent service, on time and professional."
398,1287,2025-02-15,3,Average experience.
399,1294,2025-02-12,3,"Okay service, communication could improve."
400,1301,2025-02-12,4,Happy with the repair overall.
401,1303,2025-02-14,3,"Okay service, communication could improve."
402,1304,2025-02-15,4,"Solid service, fair price."
403,1308,2025-02-17,5,Technician fixed it fast and explained everything.
404,1315,2025-02-16,5,Could not be happier. Highly recommend.
405,1317,2025-02-17,4,Happy with the repair overall.
406,1319,2025-02-11,4,"Good work, arrived a little late but solved the issue."
407,1320,2025-02-13,3,Job got done but took longer than expected.
408,1321,2025-02-16,5,"Excellent service, on time and professional."
409,1326,2025-02-12,5,Could not be happier. Highly recommend.
410,1327,2025-02-13,4,"Solid service, fair price."
411,1332,2025-02-17,3,Average experience.
412,1335,2025-02-18,1,Would not book again.
413,1340,2025-02-12,5,Technician fixed it fast and explained everything.
414,1343,2025-02-17,5,"Excellent service, on time and professional."
415,1351,2025-02-18,3,"Okay service, communication could improve."
416,1352,2025-02-15,4,Happy with the repair overall.
417,1356,2025-02-13,4,"Good work, arrived a little late but solved the issue."
418,1358,2025-02-18,5,Technician fixed it fast and explained everything.
419,1367,2025-02-14,5,Could not be happier. Highly recommend.
420,1371,2025-02-13,5,Could not be happier. Highly recommend.
421,1374,2025-02-18,3,Average experience.
422,1382,2025-02-19,5,"Excellent service, on time and professional."
423,1383,2025-02-20,3,Job got done but took longer than expected.
424,1387,2025-02-18,5,Technician fixed it fast and explained everything.
425,1388,2025-02-19,5,Technician fixed it fast and explained everything.
426,1390,2025-02-20,5,Could not be happier. Highly recommend.
427,1392,2025-02-14,4,Happy with the repair overall.
428,1396,2025-02-18,4,"Solid service, fair price."
429,1397,2025-02-20,4,"Solid service, fair price."
430,1400,2025-02-18,5,"Excellent service, on time and professional."
431,1406,2025-02-16,5,Could not be happier. Highly recommend.
432,1408,2025-02-14,4,"Solid service, fair price."
433,1409,2025-02-17,1,Would not book again.
434,1411,2025-02-17,3,"Okay service, communication could improve."
435,1416,2025-02-20,5,Could not be happier. Highly recommend.
436,1420,2025-02-19,5,Technician fixed it fast and explained everything.
437,1424,2025-02-15,4,Happy with the repair overall.
438,1436,2025-02-21,3,Job got done but took longer than expected.
439,1439,2025-02-21,5,"Excellent service, on time and professional."
440,1442,2025-02-17,3,Job got done but took longer than expected.
441,1444,2025-02-17,5,Could not be happier. Highly recommend.
442,1450,2025-02-22,5,"Excellent service, on time and professional."
443,1453,2025-02-20,5,"Excellent service, on time and professional."
444,1458,2025-02-20,3,Average experience.
445,1461,2025-02-20,5,Technician fixed it fast and explained everything.
446,1462,2025-02-20,5,Could not be happier. Highly recommend.
447,1463,2025-02-20,3,Average experience.
448,1465,2025-02-19,5,Could not be happier. Highly recommend.
449,1467,2025-02-18,5,"Excellent service, on time and professional."
450,1471,2025-02-18,4,"Solid service, fair price."
451,1479,2025-02-23,5,"Excellent service, on time and professional."
452,1480,2025-02-20,3,"Okay service, communication could improve."
453,1483,2025-02-23,3,"Okay service, communication could improve."
454,1486,2025-02-23,5,"Excellent service, on time and professional."
455,1488,2025-02-21,2,Pricing was higher than quoted.
456,1489,2025-02-23,4,Happy with the repair overall.
457,1492,2025-02-24,3,Average experience.
458,1495,2025-02-18,5,"Excellent service, on time and professional."
459,1497,2025-02-24,4,Happy with the repair overall.
460,1501,2025-02-20,5,Could not be happier. Highly recommend.
461,1508,2025-02-23,4,"Solid service, fair price."
462,1523,2025-02-19,4,"Solid service, fair price."
463,1529,2025-02-21,4,Happy with the repair overall.
464,1532,2025-02-22,4,Happy with the repair overall.
465,1536,2025-02-23,5,Technician fixed it fast and explained everything.
466,1537,2025-02-21,5,Could not be happier. Highly recommend.
467,1538,2025-02-21,4,Happy with the repair overall.
468,1541,2025-02-21,5,Could not be happier. Highly recommend.
469,1544,2025-02-26,5,Could not be happier. Highly recommend.
470,1547,2025-02-26,5,Technician fixed it fast and explained everything.
471,1548,2025-02-25,5,Technician fixed it fast and explained everything.
472,1549,2025-02-21,3,"Okay service, communication could improve."
473,1550,2025-02-26,5,Technician fixed it fast and explained everything.
474,1551,2025-02-25,1,Disappointed with the turnaround.
475,1552,2025-02-22,4,Happy with the repair overall.
476,1556,2025-02-26,2,Pricing was higher than quoted.
477,1558,2025-02-23,1,Would not book again.
478,1559,2025-02-25,5,Could not be happier. Highly recommend.
479,1560,2025-02-22,4,"Solid service, fair price."
480,1570,2025-02-27,4,"Solid service, fair price."
481,1573,2025-02-23,5,Could not be happier. Highly recommend.
482,1575,2025-02-27,5,Technician fixed it fast and explained everything.
483,1576,2025-02-23,2,Had to call back for a second visit.
484,1578,2025-02-23,5,"Excellent service, on time and professional."
485,1584,2025-02-22,5,"Excellent service, on time and professional."
486,1587,2025-02-21,3,"Okay service, communication could improve."
487,1588,2025-02-24,5,Technician fixed it fast and explained everything.
488,1591,2025-02-26,4,"Good work, arrived a little late but solved the issue."
489,1599,2025-02-27,1,Issue was not fully resolved.
490,1600,2025-02-25,4,"Solid service, fair price."
491,1601,2025-02-22,2,Had to call back for a second visit.
492,1603,2025-02-22,5,Could not be happier. Highly recommend.
493,1606,2025-02-26,5,Technician fixed it fast and explained everything.
494,1612,2025-02-22,2,Pricing was higher than quoted.
495,1618,2025-02-28,5,Technician fixed it fast and explained everything.
496,1623,2025-02-24,5,"Excellent service, on time and professional."
497,1625,2025-02-27,3,"Okay service, communication could improve."
498,1629,2025-02-24,4,Happy with the repair overall.
499,1631,2025-02-24,5,Technician fixed it fast and explained everything.
500,1634,2025-02-27,5,"Excellent service, on time and professional."
501,1640,2025-03-01,5,Technician fixed it fast and explained everything.
502,1643,2025-02-28,4,Happy with the repair overall.
503,1645,2025-02-25,5,Could not be happier. Highly recommend.
504,1648,2025-03-01,3,"Okay service, communication could improve."
505,1650,2025-03-01,2,Pricing was higher than quoted.
506,1655,2025-02-28,4,Happy with the repair overall.
507,1664,2025-03-03,5,"Excellent service, on time and professional."
508,1668,2025-03-02,5,Could not be happier. Highly recommend.
509,1670,2025-03-01,3,Job got done but took longer than expected.
510,1671,2025-03-02,5,Technician fixed it fast and explained everything.
511,1672,2025-03-03,5,"Excellent service, on time and professional."
512,1674,2025-02-27,5,Could not be happier. Highly recommend.
513,1676,2025-03-01,4,"Good work, arrived a little late but solved the issue."
514,1677,2025-02-25,2,Slow to schedule.
515,1678,2025-02-26,4,Happy with the repair overall.
516,1686,2025-02-26,3,Job got done but took longer than expected.
517,1687,2025-02-26,4,"Good work, arrived a little late but solved the issue."
518,1696,2025-03-03,5,Technician fixed it fast and explained everything.
519,1697,2025-03-01,1,Disappointed with the turnaround.
520,1700,2025-02-26,4,"Solid service, fair price."
521,1704,2025-03-01,5,"Excellent service, on time and professional."
522,1705,2025-03-02,5,"Excellent service, on time and professional."
523,1706,2025-03-04,4,Happy with the repair overall.
