call_id,date,customer_id,direction,outcome,duration_seconds
141,2024-12-25,337,Inbound,Booked,333
142,2024-12-25,438,Outbound,Booked,49
143,2024-12-25,261,Outbound,Missed,135
144,2024-12-25,243,Outbound,Information,170
145,2024-12-25,591,Inbound,Information,44
146,2024-12-25,32,Inbound,Information,376
147,2024-12-25,370,Inbound,Booked,251
148,2024-12-25,237,Inbound,Information,242
149,2024-12-25,501,Outbound,Missed,217
150,2024-12-25,590,Inbound,Booked,338
151,2024-12-25,61,Inbound,Booked,183
152,2024-12-25,190,Inbound,Booked,108
153,2024-12-25,424,Inbound,Missed,347
154,2024-12-25,504,Inbound,Information,171
155,2024-12-25,457,Inbound,Information,333
156,2024-12-25,148,Inbound,Missed,245
157,2024-12-25,466,Inbound,Booked,209
158,2024-12-25,318,Inbound,Missed,247
159,2024-12-25,525,Inbound,Booked,62
160,2024-12-25,400,Outbound,Missed,225
161,2024-12-25,148,Inbound,Booked,187
162,2024-12-25,81,Outbound,Booked,167
163,2024-12-25,584,Inbound,Missed,79
164,2024-12-25,114,Inbound,Booked,83
165,2024-12-25,495,Outbound,Information,147
166,2024-12-25,249,Inbound,Booked,348
167,2024-12-25,507,Inbound,Information,402
168,2024-12-26,54,Inbound,Booked,160
169,2024-12-26,515,Outbound,Booked,283
170,2024-12-26,317,Inbound,Booked,174
171,2024-12-26,190,Outbound,Information,310
172,2024-12-26,144,Outbound,Booked,114
173,2024-12-26,72,Inbound,Information,258
174,2024-12-26,535,Inbound,Booked,346
175,2024-12-26,164,Inbound,Information,197
176,2024-12-26,332,Outbound,Booked,331
177,2024-12-26,364,Inbound,Missed,134
178,2024-12-26,385,Inbound,Booked,268
179,2024-12-26,257,Inbound,Missed,247
180,2024-12-26,186,Inbound,Booked,221
181,2024-12-26,256,Inbound,Booked,391
182,2024-12-26,420,Inbound,Information,144
183,2024-12-26,133,Outbound,Information,216
184,2024-12-26,513,Inbound,Information,180
185,2024-12-26,430,Inbound,Booked,271
186,2024-12-26,322,Outbound,Booked,141
187,2024-12-26,107,Inbound,Information,124
188,2024-12-26,387,Inbound,Information,228
189,2024-12-26,501,Inbound,Booked,190
190,2024-12-26,517,Inbound,Booked,140
191,2024-12-26,328,Inbound,Booked,247
192,2024-12-26,468,Inbound,Missed,215
193,2024-12-26,417,Outbound,Booked,249
194,2024-12-26,303,Inbound,Information,177
195,2024-12-26,70,Inbound,Booked,130
196,2024-12-26,62,Outbound,Missed,79
197,2024-12-26,44,Inbound,Booked,294
198,2024-12-26,366,Inbound,Information,125
199,2024-12-26,167,Inbound,Information,179
200,2024-12-26,34,Inbound,Information,199
201,2024-12-26,23,Inbound,Missed,153
202,2024-12-26,285,Inbound,Information,277
203,2024-12-26,363,Inbound,Information,267
204,2024-12-26,115,Inbound,Missed,302
205,2024-12-26,105,Inbound,Booked,267
206,2024-12-26,284,Inbound,Missed,277
207,2024-12-26,301,Inbound,Information,156
208,2024-12-26,436,Inbound,Booked,167
209,2024-12-26,136,Inbound,Missed,155
210,2024-12-26,35,Outbound,Booked,208
211,2024-12-26,64,Inbound,Information,298
212,2024-12-27,21,Inbound,Information,124
213,2024-12-27,438,Inbound,Booked,186
214,2024-12-27,346,Outbound,Booked,215
215,2024-12-27,402,Outbound,Booked,115
216,2024-12-27,96,Inbound,Booked,276
217,2024-12-27,415,Outbound,Information,150
218,2024-12-27,474,Inbound,Booked,265
219,2024-12-27,149,Inbound,Booked,206
220,2024-12-27,561,Inbound,Booked,210
221,2024-12-27,32,Outbound,Booked,100
222,2024-12-27,502,Inbound,Booked,169
223,2024-12-27,92,Inbound,Information,49
224,2024-12-27,268,Inbound,Missed,162
225,2024-12-27,466,Inbound,Missed,198
226,2024-12-27,331,Inbound,Booked,239
227,2024-12-27,562,Outbound,Information,422
228,2024-12-27,462,Inbound,Information,263
229,2024-12-27,367,Outbound,Missed,262
230,2024-12-27,475,Outbound,Booked,361
231,2024-12-27,83,Inbound,Booked,143
232,2024-12-27,304,Inbound,Booked,267
233,2024-12-27,143,Inbound,Information,239
234,2024-12-27,569,Inbound,Missed,245
235,2024-12-27,142,Outbound,Booked,255
236,2024-12-27,60,Outbound,Information,20
237,2024-12-27,511,Outbound,Missed,206
238,2024-12-27,425,Inbound,Booked,76
239,2024-12-27,386,Inbound,Information,180
240,2024-12-27,183,Inbound,Information,364
241,2024-12-27,45,Outbound,Information,287
242,2024-12-27,83,Outbound,Booked,341
243,2024-12-27,207,Inbound,Booked,81
244,2024-12-27,541,Inbound,Booked,416
245,2024-12-27,486,Inbound,Missed,269
246,2024-12-27,366,Inbound,Missed,115
247,2024-12-27,330,Inbound,Information,318
248,2024-12-27,516,Outbound,Booked,169
249,2024-12-27,537,Inbound,Information,234
250,2024-12-27,254,Inbound,Booked,106
251,2024-12-28,538,Inbound,Booked,189
252,2024-12-28,371,Inbound,Booked,20
253,2024-12-28,526,Inbound,Booked,128
254,2024-12-28,418,Inbound,Information,111
255,2024-12-28,597,Outbound,Information,292
256,2024-12-28,75,Inbound,Booked,202
257,2024-12-28,90,Inbound,Booked,219
258,2024-12-28,369,Outbound,Missed,210
259,2024-12-28,254,Inbound,Information,150
260,2024-12-28,163,Inbound,Information,211
261,2024-12-28,429,Inbound,Booked,148
262,2024-12-28,325,Outbound,Booked,339
263,2024-12-28,401,Inbound,Booked,195
264,2024-12-28,76,Inbound,Information,361
265,2024-12-28,292,Inbound,Information,131
266,2024-12-29,199,Inbound,Missed,258
267,2024-12-29,55,Outbound,Booked,241
268,2024-12-29,373,Inbound,Information,93
269,2024-12-29,151,Inbound,Booked,271
270,2024-12-29,580,Inbound,Missed,237
271,2024-12-29,346,Inbound,Booked,130
272,2024-12-29,101,Outbound,Booked,323
273,2024-12-29,117,Inbound,Booked,203
274,2024-12-29,379,Inbound,Booked,189
275,2024-12-29,587,Outbound,Information,86
276,2024-12-29,297,Outbound,Missed,263
277,2024-12-29,433,Inbound,Information,352
278,2024-12-30,98,Inbound,Missed,185
279,2024-12-30,552,Outbound,Booked,64
280,2024-12-30,174,Inbound,Booked,309
281,2024-12-30,404,Inbound,Information,233
282,2024-12-30,427,Inbound,Booked,384
283,2024-12-30,369,Inbound,Booked,162
284,2024-12-30,188,Inbound,Booked,48
285,2024-12-30,565,Outbound,Information,135
286,2024-12-30,592,Inbound,Booked,193
287,2024-12-30,581,Inbound,Booked,186
288,2024-12-30,380,Inbound,Missed,309
289,2024-12-30,13,Outbound,Booked,135
290,2024-12-30,207,Inbound,Information,120
291,2024-12-30,347,Inbound,Booked,295
292,2024-12-30,521,Inbound,Booked,321
293,2024-12-30,220,Inbound,Booked,103
294,2024-12-30,328,Inbound,Information,337
295,2024-12-30,263,Outbound,Missed,168
296,2024-12-30,12,Inbound,Booked,156
297,2024-12-30,486,Inbound,Booked,146
298,2024-12-30,507,Inbound,Booked,242
299,2024-12-30,413,Inbound,Information,237
300,2024-12-30,189,Inbound,Information,187
301,2024-12-30,423,Inbound,Booked,164
302,2024-12-30,76,Inbound,Information,392
303,2024-12-30,103,Outbound,Information,164
304,2024-12-30,514,Outbound,Booked,444
305,2024-12-30,563,Inbound,Information,207
306,2024-12-30,500,Outbound,Booked,174
307,2024-12-30,510,Inbound,Booked,101
308,2024-12-30,61,Inbound,Information,192
309,2024-12-30,444,Inbound,Information,157
310,2024-12-30,415,Inbound,Booked,338
311,2024-12-30,66,Inbound,Information,244
312,2024-12-30,487,Inbound,Booked,88
313,2024-12-31,531,Outbound,Missed,231
314,2024-12-31,105,Inbound,Booked,290
315,2024-12-31,261,Inbound,Information,116
316,2024-12-31,404,Outbound,Information,111
317,2024-12-31,299,Outbound,Booked,181
318,2024-12-31,89,Inbound,Information,236
319,2024-12-31,299,Inbound,Booked,475
320,2024-12-31,300,Inbound,Missed,337
321,2024-12-31,432,Inbound,Booked,165
322,2024-12-31,53,Inbound,Booked,156
323,2024-12-31,272,Inbound,Booked,193
324,2024-12-31,398,Inbound,Booked,308
325,2024-12-31,275,Inbound,Missed,91
326,2024-12-31,283,Inbound,Information,218
327,2024-12-31,161,Inbound,Booked,179
328,2024-12-31,465,Inbound,Booked,276
329,2024-12-31,300,Inbound,Information,325
330,2024-12-31,516,Inbound,Booked,282
331,2024-12-31,380,Inbound,Missed,209
332,2024-12-31,556,Outbound,Missed,87
333,2024-12-31,301,Outbound,Information,309
334,2024-12-31,131,Outbound,Booked,242
335,2024-12-31,361,Inbound,Booked,115
336,2024-12-31,538,Outbound,Booked,197
337,2024-12-31,377,Outbound,Information,248
338,2024-12-31,266,Inbound,Information,266
339,2024-12-31,382,Inbound,Information,260
340,2025-01-01,158,Outbound,Missed,132
341,2025-01-01,288,Inbound,Booked,269
342,2025-01-01,264,Inbound,Missed,235
343,2025-01-01,63,Inbound,Booked,315
344,2025-01-01,375,Inbound,Booked,285
345,2025-01-01,279,Inbound,Missed,110
346,2025-01-01,221,Outbound,Information,285
347,2025-01-01,184,Outbound,Information,147
348,2025-01-01,220,Inbound,Information,419
349,2025-01-01,382,Inbound,Booked,20
350,2025-01-01,166,Inbound,Booked,349
351,2025-01-01,280,Outbound,Booked,173
352,2025-01-01,541,Inbound,Booked,235
353,2025-01-01,532,Inbound,Booked,228
354,2025-01-01,320,Inbound,Booked,257
355,2025-01-01,200,Inbound,Information,189
356,2025-01-01,583,Inbound,Booked,175
357,2025-01-01,431,Inbound,Information,173
358,2025-01-01,67,Inbound,Information,273
359,2025-01-01,533,Inbound,Information,236
360,2025-01-01,374,Inbound,Missed,151
361,2025-01-01,203,Inbound,Booked,289
362,2025-01-01,470,Outbound,Booked,371
363,2025-01-01,14,Inbound,Booked,241
364,2025-01-01,4,Inbound,Booked,62
365,2025-01-01,402,Inbound,Information,306
366,2025-01-01,234,Inbound,Booked,20
367,2025-01-01,580,Inbound,Booked,100
368,2025-01-01,164,Inbound,Booked,264
369,2025-01-01,364,Inbound,Information,216
370,2025-01-01,133,Inbound,Booked,20
371,2025-01-01,117,Inbound,Information,298
372,2025-01-01,151,Inbound,Information,214
373,2025-01-01,146,Inbound,Information,162
374,2025-01-01,238,Inbound,Booked,188
375,2025-01-01,511,Inbound,Booked,372
376,2025-01-01,22,Outbound,Information,247
377,2025-01-01,81,Inbound,Booked,211
378,2025-01-01,231,Outbound,Missed,92
379,2025-01-01,240,Inbound,Information,93
380,2025-01-01,75,Inbound,Booked,205
381,2025-01-01,554,Inbound,Information,115
382,2025-01-01,555,Inbound,Missed,200
383,2025-01-01,123,Outbound,Missed,333
384,2025-01-01,354,Inbound,Information,97
385,2025-01-01,26,Outbound,Booked,192
386,2025-01-01,566,Inbound,Information,298
387,2025-01-01,572,Inbound,Booked,165
388,2025-01-02,369,Inbound,Information,329
389,2025-01-02,364,Inbound,Booked,260
390,2025-01-02,410,Inbound,Information,313
391,2025-01-02,286,Inbound,Information,240
392,2025-01-02,50,Outbound,Missed,168
393,2025-01-02,528,Inbound,Information,327
394,2025-01-02,123,Inbound,Booked,343
395,2025-01-02,103,Inbound,Information,285
396,2025-01-02,41,Inbound,Booked,252
397,2025-01-02,572,Inbound,Missed,278
398,2025-01-02,578,Inbound,Missed,342
399,2025-01-02,584,Inbound,Information,172
400,2025-01-02,523,Inbound,Booked,83
401,2025-01-02,356,Inbound,Booked,204
402,2025-01-02,102,Inbound,Information,166
403,2025-01-02,160,Inbound,Booked,198
404,2025-01-02,590,Inbound,Booked,254
405,2025-01-02,211,Inbound,Information,146
406,2025-01-02,492,Inbound,Booked,355
407,2025-01-02,570,Inbound,Missed,229
408,2025-01-02,300,Inbound,Information,285
409,2025-01-02,430,Inbound,Booked,280
410,2025-01-02,51,Outbound,Information,291
411,2025-01-02,578,Inbound,Information,203
412,2025-01-02,397,Inbound,Booked,221
413,2025-01-02,589,Inbound,Booked,330
414,2025-01-02,514,Outbound,Missed,20
415,2025-01-02,434,Inbound,Information,237
416,2025-01-02,226,Outbound,Information,98
417,2025-01-02,526,Inbound,Booked,209
418,2025-01-02,127,Inbound,Booked,215
419,2025-01-02,114,Inbound,Information,247
420,2025-01-02,232,Outbound,Booked,59
421,2025-01-02,53,Inbound,Information,234
422,2025-01-02,262,Inbound,Booked,277
423,2025-01-02,26,Inbound,Booked,323
424,2025-01-02,137,Inbound,Booked,258
425,2025-01-02,455,Outbound,Booked,97
426,2025-01-02,230,Inbound,Booked,241
427,2025-01-02,298,Inbound,Booked,258
428,2025-01-02,464,Inbound,Information,104
429,2025-01-02,54,Outbound,Booked,144
430,2025-01-03,418,Outbound,Booked,380
431,2025-01-03,25,Inbound,Booked,365
432,2025-01-03,118,Inbound,Information,181
433,2025-01-03,366,Inbound,Booked,252
434,2025-01-03,86,Inbound,Booked,190
435,2025-01-03,547,Inbound,Missed,135
436,2025-01-03,196,Inbound,Booked,222
437,2025-01-03,291,Outbound,Booked,101
438,2025-01-03,465,Inbound,Booked,61
439,2025-01-03,319,Inbound,Booked,193
440,2025-01-03,255,Inbound,Booked,364
441,2025-01-03,427,Outbound,Booked,196
442,2025-01-03,197,Outbound,Booked,85
443,2025-01-03,389,Outbound,Information,295
444,2025-01-03,532,Inbound,Information,190
445,2025-01-03,49,Outbound,Booked,97
446,2025-01-03,16,Inbound,Information,103
447,2025-01-03,329,Inbound,Information,172
448,2025-01-03,104,Inbound,Booked,151
449,2025-01-03,226,Inbound,Booked,267
450,2025-01-03,449,Inbound,Booked,240
451,2025-01-03,386,Outbound,Information,240
452,2025-01-03,518,Inbound,Missed,255
453,2025-01-03,201,Inbound,Booked,99
454,2025-01-03,35,Inbound,Information,20
455,2025-01-03,371,Inbound,Booked,20
456,2025-01-03,278,Inbound,Information,227
457,2025-01-03,496,Inbound,Missed,391
458,2025-01-03,469,Inbound,Missed,161
459,2025-01-03,85,Inbound,Booked,237
460,2025-01-03,81,Inbound,Information,213
461,2025-01-03,11,Outbound,Missed,156
462,2025-01-03,10,Inbound,Missed,348
463,2025-01-03,84,Inbound,Booked,228
464,2025-01-03,122,Inbound,Booked,73
465,2025-01-03,252,Inbound,Information,268
466,2025-01-03,106,Outbound,Booked,280
467,2025-01-03,514,Inbound,Information,330
468,2025-01-03,280,Inbound,Information,266
469,2025-01-03,420,Inbound,Booked,76
470,2025-01-03,421,Inbound,Booked,196
471,2025-01-03,320,Inbound,Missed,322
472,2025-01-03,569,Inbound,Information,191
473,2025-01-03,207,Inbound,Information,405
474,2025-01-03,324,Inbound,Booked,258
475,2025-01-03,318,Inbound,Missed,124
476,2025-01-03,555,Inbound,Booked,187
477,2025-01-03,214,Inbound,Missed,395
478,2025-01-03,556,Inbound,Booked,153
479,2025-01-03,139,Outbound,Booked,222
480,2025-01-03,473,Inbound,Booked,228
481,2025-01-03,542,Inbound,Booked,344
482,2025-01-03,190,Inbound,Missed,41
483,2025-01-03,45,Outbound,Booked,203
484,2025-01-03,315,Inbound,Booked,192
485,2025-01-03,94,Outbound,Booked,163
486,2025-01-03,168,Inbound,Information,247
487,2025-01-04,530,Inbound,Booked,179
488,2025-01-04,17,Inbound,Booked,140
489,2025-01-04,565,Inbound,Information,182
490,2025-01-04,114,Outbound,Missed,229
491,2025-01-04,280,Inbound,Missed,166
492,2025-01-04,501,Inbound,Missed,229
493,2025-01-04,215,Inbound,Missed,194
494,2025-01-04,595,Inbound,Booked,59
495,2025-01-04,116,Inbound,Information,300
496,2025-01-04,208,Inbound,Missed,226
497,2025-01-04,555,Inbound,Booked,231
498,2025-01-04,189,Inbound,Information,202
499,2025-01-04,79,Inbound,Booked,263
500,2025-01-04,352,Outbound,Information,173
501,2025-01-04,587,Inbound,Missed,218
502,2025-01-04,504,Inbound,Missed,342
503,2025-01-04,466,Inbound,Booked,286
504,2025-01-04,234,Inbound,Booked,321
505,2025-01-04,503,Inbound,Information,160
506,2025-01-04,418,Outbound,Booked,235
507,2025-01-04,160,Inbound,Booked,168
508,2025-01-04,462,Inbound,Information,58
509,2025-01-04,403,Inbound,Booked,109
510,2025-01-04,474,Inbound,Information,291
511,2025-01-04,294,Inbound,Booked,234
512,2025-01-04,486,Inbound,Booked,456
513,2025-01-04,562,Inbound,Booked,301
514,2025-01-04,456,Inbound,Booked,136
515,2025-01-04,366,Inbound,Booked,211
516,2025-01-04,285,Inbound,Booked,282
517,2025-01-04,413,Inbound,Booked,105
518,2025-01-04,474,Outbound,Booked,189
519,2025-01-05,101,Outbound,Information,290
520,2025-01-05,203,Inbound,Booked,173
521,2025-01-05,464,Inbound,Booked,294
522,2025-01-05,184,Inbound,Missed,158
523,2025-01-05,227,Inbound,Booked,335
524,2025-01-05,61,Inbound,Booked,217
525,2025-01-05,353,Inbound,Missed,258
526,2025-01-05,312,Inbound,Booked,120
527,2025-01-05,479,Inbound,Information,203
528,2025-01-05,36,Inbound,Booked,88
529,2025-01-05,482,Inbound,Booked,338
530,2025-01-05,415,Inbound,Information,310
531,2025-01-05,175,Inbound,Information,325
532,2025-01-05,468,Inbound,Missed,310
533,2025-01-05,533,Inbound,Booked,118
534,2025-01-05,241,Outbound,Missed,261
535,2025-01-05,162,Inbound,Booked,20
536,2025-01-05,319,Inbound,Booked,176
537,2025-01-05,31,Inbound,Booked,139
538,2025-01-05,576,Outbound,Booked,342
539,2025-01-05,106,Inbound,Booked,457
540,2025-01-05,354,Inbound,Booked,199
541,2025-01-05,306,Inbound,Information,378
542,2025-01-06,139,Inbound,Booked,318
543,2025-01-06,268,Inbound,Information,143
544,2025-01-06,407,Inbound,Booked,282
545,2025-01-06,497,Outbound,Booked,254
546,2025-01-06,204,Inbound,Information,196
547,2025-01-06,281,Inbound,Booked,337
548,2025-01-06,99,Inbound,Information,176
549,2025-01-06,209,Inbound,Booked,371
550,2025-01-06,76,Outbound,Missed,296
551,2025-01-06,78,Inbound,Booked,101
552,2025-01-06,120,Inbound,Booked,279
553,2025-01-06,325,Inbound,Information,398
554,2025-01-06,312,Inbound,Booked,196
555,2025-01-06,54,Inbound,Booked,177
556,2025-01-06,407,Outbound,Booked,44
557,2025-01-06,308,Inbound,Missed,236
558,2025-01-06,447,Inbound,Booked,201
559,2025-01-06,465,Outbound,Booked,221
560,2025-01-06,523,Inbound,Missed,187
561,2025-01-06,217,Inbound,Booked,291
562,2025-01-06,474,Inbound,Information,270
563,2025-01-06,132,Inbound,Booked,264
564,2025-01-06,448,Inbound,Booked,194
565,2025-01-06,545,Inbound,Booked,389
566,2025-01-06,451,Inbound,Booked,228
567,2025-01-06,19,Inbound,Booked,245
568,2025-01-06,591,Inbound,Booked,141
569,2025-01-06,162,Inbound,Booked,244
570,2025-01-06,339,Outbound,Missed,125
571,2025-01-06,493,Outbound,Booked,214
572,2025-01-06,520,Inbound,Booked,338
573,2025-01-06,227,Inbound,Information,35
574,2025-01-06,351,Inbound,Booked,271
575,2025-01-06,102,Outbound,Missed,274
576,2025-01-06,74,Inbound,Information,207
577,2025-01-06,483,Inbound,Missed,40
578,2025-01-06,98,Inbound,Missed,354
579,2025-01-06,565,Outbound,Booked,221
580,2025-01-06,569,Outbound,Booked,242
581,2025-01-06,546,Inbound,Information,118
582,2025-01-06,570,Inbound,Missed,331
583,2025-01-06,354,Inbound,Booked,351
584,2025-01-06,554,Inbound,Missed,249
585,2025-01-07,8,Inbound,Booked,261
586,2025-01-07,507,Inbound,Booked,233
587,2025-01-07,202,Inbound,Information,425
588,2025-01-07,526,Outbound,Information,329
589,2025-01-07,52,Inbound,Information,237
590,2025-01-07,538,Inbound,Booked,408
591,2025-01-07,310,Inbound,Booked,230
592,2025-01-07,453,Inbound,Booked,183
593,2025-01-07,260,Outbound,Missed,188
594,2025-01-07,403,Inbound,Missed,115
595,2025-01-07,499,Inbound,Booked,180
596,2025-01-07,228,Inbound,Booked,244
597,2025-01-07,243,Inbound,Information,289
598,2025-01-07,597,Inbound,Booked,222
599,2025-01-07,112,Inbound,Booked,116
600,2025-01-07,499,Inbound,Booked,256
601,2025-01-07,114,Inbound,Booked,191
602,2025-01-07,3,Inbound,Information,233
603,2025-01-07,184,Inbound,Booked,311
604,2025-01-07,237,Inbound,Information,100
605,2025-01-07,231,Outbound,Booked,257
606,2025-01-07,583,Outbound,Information,151
607,2025-01-07,163,Outbound,Booked,129
608,2025-01-07,305,Outbound,Booked,355
609,2025-01-07,184,Inbound,Booked,294
610,2025-01-07,141,Inbound,Booked,434
611,2025-01-07,477,Inbound,Information,207
612,2025-01-07,535,Inbound,Information,479
613,2025-01-07,205,Inbound,Booked,70
614,2025-01-07,172,Inbound,Missed,89
615,2025-01-07,349,Inbound,Booked,20
616,2025-01-07,491,Inbound,Information,179
617,2025-01-07,285,Inbound,Booked,196
618,2025-01-07,503,Inbound,Booked,217
619,2025-01-07,118,Inbound,Booked,310
620,2025-01-07,78,Outbound,Information,61
621,2025-01-07,391,Outbound,Missed,239
622,2025-01-07,192,Outbound,Booked,76
623,2025-01-07,457,Inbound,Information,298
624,2025-01-07,243,Inbound,Booked,148
625,2025-01-07,120,Inbound,Information,94
626,2025-01-07,201,Inbound,Missed,239
627,2025-01-07,161,Inbound,Information,321
628,2025-01-07,212,Inbound,Booked,338
629,2025-01-07,88,Outbound,Missed,317
630,2025-01-07,367,Inbound,Booked,161
631,2025-01-07,95,Inbound,Missed,238
632,2025-01-07,71,Inbound,Booked,354
633,2025-01-07,293,Inbound,Missed,157
634,2025-01-07,331,Outbound,Information,100
635,2025-01-08,225,Inbound,Booked,279
636,2025-01-08,9,Inbound,Information,180
637,2025-01-08,45,Outbound,Missed,134
638,2025-01-08,514,Inbound,Booked,386
639,2025-01-08,339,Inbound,Missed,301
640,2025-01-08,463,Inbound,Information,196
641,2025-01-08,524,Inbound,Booked,152
642,2025-01-08,213,Inbound,Booked,85
643,2025-01-08,174,Inbound,Information,202
